"Month","PredictedTemperature"
2025-01-01,17.1974319483044
2025-02-01,17.9927669331765
2025-03-01,20.6371025295967
2025-04-01,24.4039682432052
2025-05-01,26.3546136126278
2025-06-01,28.8805025361097
2025-07-01,29.5501080524905
2025-08-01,29.0258691307662
2025-09-01,28.6526898741876
2025-10-01,26.1756591233049
2025-11-01,23.0749066023498
2025-12-01,19.6251957918289
